@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
72256,3693,bouncy,3,'somewhat positive'
130369,7023,'does nt understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself',1,'somewhat negative'
131854,7108,'to take her spiritual quest at all seriously',2,neutral
83718,4327,'of bringing a barf bag to the moviehouse',0,negativ
31364,1466,'has severe body odor',0,negativ
89204,4636,'her capable cast',3,'somewhat positive'
148674,8088,personable,2,neutral
68590,3482,'Insomnia is one of the year s best films and Pacino gives one of his most daring , and complicated , performances',4,positive
133235,7188,'peek at it',2,neutral
102326,5386,'proves that director M. Night Shyamalan can weave an eerie spell and that Mel Gibson can gasp , shudder and even tremble without losing his machismo .',3,'somewhat positive'
117027,6243,'a fierce lesson',2,neutral
89963,4681,'pursuing his castle',2,neutral
90666,4720,'Confessions is nt always coherent ,',1,'somewhat negative'
7948,323,'ai nt half-bad .',3,'somewhat positive'
5232,207,Americans,3,'somewhat positive'
99984,5247,'The complex , politically charged tapestry',3,'somewhat positive'
87682,4553,'a heretofore unfathomable question : Is it possible for computer-generated characters',1,'somewhat negative'
5706,226,'was only made for teenage boys and wrestling fans',2,neutral
144184,7827,'Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes  camera craziness -- not only did they film performances , but they did the same at home .',3,'somewhat positive'
113331,6023,'If the plot seems a bit on the skinny side , that s because Panic Room is interested in nothing more than sucking you in ... and making you sweat .',3,'somewhat positive'
61191,3093,'performances here',2,neutral
141527,7678,'the looseness',2,neutral
99708,5231,'is that there is never any question of how things will turn out',1,'somewhat negative'
135081,7291,'too much syrup and',2,neutral
137825,7458,', Cinema Paradiso stands as one of the great films about movie love .',4,positive
113594,6039,'lost his touch , bringing off a superb performance in an admittedly middling film',1,'somewhat negative'
825,30,'on those terms it s inoffensive and actually rather sweet',3,'somewhat positive'
28910,1339,'their earnestness -- which makes for a terrifying film',3,'somewhat positive'
50316,2474,'... standard guns versus martial arts cliche with little new added .',3,'somewhat positive'
79702,4104,'of `` Carmen ',2,neutral
17460,757,'are no special effects , and no Hollywood endings',2,neutral
76657,3941,'did nt Hollywood think of this sooner',3,'somewhat positive'
113444,6029,'Jacqueline Bisset and Martha Plimpton',2,neutral
31256,1460,'Tambor s',2,neutral
6912,276,'convincing case that one woman s broken heart outweighs all the loss we witness',2,neutral
48538,2371,'from the likes of Miramax chief',2,neutral
140818,7638,'of softheaded metaphysical claptrap',3,'somewhat positive'
137575,7442,'a sick and evil woman',1,'somewhat negative'
94443,4930,'It s not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from',1,'somewhat negative'
51984,2564,'of a frozen burrito',2,neutral
34721,1632,'want the Ball and Chain',2,neutral
92807,4834,'s stylishly directed with verve',3,'somewhat positive'
144275,7833,'A spooky yarn of demonic doings on the high seas that works better the less the brain is engaged',1,'somewhat negative'
1533,57,Run,2,neutral
60672,3066,'T -RRB-',2,neutral
87824,4561,deep-seated,2,neutral
123914,6654,'unholy mess',1,'somewhat negative'
43097,2081,'in Frida',2,neutral
156046,8544,'Herrmann quietly suggesting the sadness and obsession beneath Hearst s forced avuncular chortles',2,neutral
68774,3493,'did just that and it s what makes their project so interesting',3,'somewhat positive'
136735,7394,'a complete moron',0,negativ
20454,913,'contrived banter',1,'somewhat negative'
81616,4209,'\\*\\*\\*\\*',2,neutral
15513,665,'You can see where Big Bad Love is trying to go , but it never quite gets there .',2,neutral
63999,3237,'made infinitely more wrenching',2,neutral
152030,8295,'about jokester highway patrolmen',2,neutral
116727,6224,'intense scrutiny for 104 minutes',1,'somewhat negative'
40155,1923,'its characterization',2,neutral
146626,7976,Dafoe,2,neutral
49596,2430,' is a probing examination of a female friendship set against a few dynamic decades .',3,'somewhat positive'
129816,6987,'insightfully written',4,positive
142285,7719,'more interested',2,neutral
30115,1397,thrill,3,'somewhat positive'
61966,3134,'s like an all-star salute',3,'somewhat positive'
5072,198,territory,2,neutral
127217,6841,'self-deprecating comedy',3,'somewhat positive'
84194,4350,'But this is Lohman s film .',2,neutral
106974,5649,'It may not be a great piece of filmmaking , but',2,neutral
54959,2738,'Zellweger s whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a',1,'somewhat negative'
100105,5252,'alone conscious',2,neutral
113854,6052,dawdle,2,neutral
94640,4940,'works so well I m almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong',3,'somewhat positive'
58097,2927,'how bad his movie is',0,negativ
151061,8234,tweener,2,neutral
71758,3661,'the West Bank ,',2,neutral
71184,3632,'writing , skewed characters , and the title performance by Kieran Culkin',1,'somewhat negative'
117054,6245,'My Wife s plotting is nothing special ; it s the delivery that matters here .',2,neutral
65379,3310,'Extremely bad .',0,negativ
149143,8115,'s attempts to heal after the death of a child .',2,neutral
147244,8011,'a movie that gets under your skin',2,neutral
23463,1064,'sensitive eyelids',2,neutral
149700,8149,'is a film for the under-7 crowd .',2,neutral
132450,7142,'is not easily forgotten',3,'somewhat positive'
46063,2240,'The Man from Elysian Fields',2,neutral
34226,1608,'that produced this project ...',2,neutral
37440,1777,'that borders on rough-trade homo-eroticism',1,'somewhat negative'
40915,1961,'directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name',2,neutral
30351,1409,'breaks the mood with absurdly inappropriate ` comedy  scenes',1,'somewhat negative'
6179,245,shadows,2,neutral
152547,8324,'have tremendous chemistry',3,'somewhat positive'
98199,5145,', stupid',1,'somewhat negative'
153281,8371,'before getting to the truly good stuff',3,'somewhat positive'
100664,5285,'A muddy psychological thriller',1,'somewhat negative'
140220,7609,'confidently orchestrated',4,positive
47471,2313,'sights and sounds',2,neutral
95191,4965,'a yellow streak a mile wide',2,neutral
120543,6446,'much to Fatale , outside of its stylish surprises',2,neutral
53737,2668,'one of those war movies that focuses on human interaction rather than battle and action sequences',2,neutral
107490,5679,'Fantastic !',4,positive
120637,6450,'how to win the battle',3,'somewhat positive'
14997,645,', thoughtful , unapologetically raw',3,'somewhat positive'
25480,1166,'its best when the guarded',2,neutral
66066,3351,Undercover,2,neutral
31113,1451,'oftentimes funny ,',4,positive
86820,4498,'a cinematic car wreck',2,neutral
122734,6585,'Helmer Hudlin tries to make a hip comedy',2,neutral
49903,2449,'hypnotic portrait',3,'somewhat positive'
130588,7036,'previous work',2,neutral
55839,2792,protecting,2,neutral
97822,5121,'give you brain strain',2,neutral
106023,5597,'get to the closing bout',2,neutral
19859,877,'trailer-trash style',0,negativ
57672,2907,'only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor',3,'somewhat positive'
121990,6539,'a banal script',1,'somewhat negative'
117515,6271,'to understand what made Allen s romantic comedies so pertinent and enduring',3,'somewhat positive'
117757,6287,'Like the best of Godard s movies ... it is visually ravishing , penetrating , impenetrable .',4,positive
90920,4730,'are jarring and deeply out of place in what could have -LRB- and probably should have -RRB-',0,negativ
99193,5201,'a sense of deja vu',2,neutral
74452,3815,'Definitely worth 95 minutes',4,positive
21856,978,'finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality',3,'somewhat positive'
121899,6533,'anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold',3,'somewhat positive'
21158,947,'is a very funny , heartwarming film',4,positive
40813,1956,'Both Grant and Hoult',2,neutral
220,8,'Earnest , so thick with wit it plays like a reading from Bartlett s Familiar Quotations',2,neutral
87968,4569,'It s just plain lurid when it is nt downright silly .',1,'somewhat negative'
132838,7163,'The animation is competent , and some of the gags are quite funny , but Jonah ... never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .',2,neutral
44175,2142,'` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . ',2,neutral
143302,7779,'Maybe you ll be lucky ,',2,neutral
64448,3263,'Maik , the firebrand turned savvy ad man , would be envious of',3,'somewhat positive'
7326,299,'movie .',2,neutral
2925,111,'impossible to care about',1,'somewhat negative'
37658,1790,'even a TV',2,neutral
51668,2547,'the kind of movie that deserves a chance to shine',3,'somewhat positive'
71593,3652,'has arrived from Portugal',2,neutral
64512,3265,ouija,2,neutral
143088,7767,'It s an effort to watch this movie , but it eventually pays off and is effective if you stick with it',3,'somewhat positive'
16132,694,'on how interesting and likable you find them',2,neutral
85913,4446,'faint of heart or conservative of spirit , but for the rest of us -- especially San Francisco lovers',3,'somewhat positive'
16439,707,reel,2,neutral
101586,5345,'is its utter sincerity .',3,'somewhat positive'
92203,4798,'acts with the feral intensity of the young Bette Davis .',3,'somewhat positive'
123769,6645,'the interior lives of the characters',2,neutral
27116,1248,'poorly written',1,'somewhat negative'
121643,6519,kills,2,neutral
118746,6347,'the film is well under way -- and yet',2,neutral
17808,772,'this chiaroscuro of madness and light',3,'somewhat positive'
148312,8070,'manchild , undercut by the voice of the star of Road Trip',2,neutral
107763,5694,'the pleasures of a well-made pizza',3,'somewhat positive'
28419,1314,solely,2,neutral
152635,8330,'With an unusual protagonist -LRB- a kilt-wearing Jackson -RRB- and subject matter , the improbable `` Formula 51  is somewhat entertaining ,',3,'somewhat positive'
93961,4903,'tries to get the audience to buy just',2,neutral
60489,3053,limitations,1,'somewhat negative'
150305,8186,'a can of 2-day old Coke',1,'somewhat negative'
1478,53,waste,1,'somewhat negative'
84290,4356,'The April 2002 instalment of the American War for Independence , complete with loads of CGI and bushels of violence , but not a drop of human blood .',1,'somewhat negative'
22388,1009,undoing,2,neutral
28392,1312,'reflected in almost every scene',3,'somewhat positive'
74260,3804,'mildly engaging',2,neutral
124473,6688,'Moves in such odd plot',2,neutral
146801,7987,'can read the subtitles -LRB- the opera is sung in Italian -RRB- and you like ` Masterpiece Theatre  type costumes',3,'somewhat positive'
119726,6403,'will not notice the glaring triteness of the plot device',1,'somewhat negative'
38206,1817,lushness,3,'somewhat positive'
5566,220,week,2,neutral
42909,2073,'Gorgeous scenes',4,positive
20104,892,'you wanting to abandon the theater',1,'somewhat negative'
76785,3949,'scrutinize the ethics of Kaufman s approach',2,neutral
26227,1202,'It s far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .',3,'somewhat positive'
91804,4778,'Going To Be Really Awful',0,negativ
154972,8478,'better hip-hop clips',3,'somewhat positive'
96157,5023,'that we do nt see often enough these days',2,neutral
22293,1002,nouvelle,2,neutral
39322,1877,'true for being so hot-blooded',3,'somewhat positive'
116893,6237,'develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide',3,'somewhat positive'
38961,1859,'Last Man',2,neutral
131157,7068,'acerbic laughs',2,neutral
43936,2130,'The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .',4,positive
132462,7143,'heavy Irish brogue',2,neutral
127051,6832,already-shallow,1,'somewhat negative'
103857,5475,'if it stuck to Betty Fisher and left out the other stories',1,'somewhat negative'
147432,8022,'is a beautiful , aching sadness to it all .',3,'somewhat positive'
69437,3529,departments,2,neutral
49647,2433,misfire,1,'somewhat negative'
126601,6806,'far more appealing',3,'somewhat positive'
91680,4770,'that s pure entertainment',4,positive
69896,3555,'An already thin story boils down to surviving invaders seeking an existent anti-virus .',0,negativ
71401,3642,'The film runs on a little longer than it needs to -- Muccino either does nt notice when his story ends or just ca nt tear himself away from the characters',1,'somewhat negative'
106269,5610,'a flip-flop',2,neutral
120552,6446,'that s OK',2,neutral
114699,6103,skipping,2,neutral
41315,1982,'that too becomes off-putting',2,neutral
77461,3984,'1\\/2',2,neutral
120784,6463,'its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . ',1,'somewhat negative'
64822,3283,'A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .',3,'somewhat positive'
8091,333,'non-mystery mystery .',2,neutral
79026,4066,'relying on the viewer',2,neutral
153936,8411,', you can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history .',3,'somewhat positive'
87899,4565,'Both heartbreaking',1,'somewhat negative'
31038,1446,'dare I say , entertaining',3,'somewhat positive'
56743,2852,'high school',2,neutral
132931,7169,'this dog of a movie',1,'somewhat negative'
110721,5866,'of such a well loved classic',3,'somewhat positive'
36643,1735,'can watch , giggle and get an adrenaline boost without feeling like you ve completely lowered your entertainment standards',4,positive
71964,3676,salvation,3,'somewhat positive'
102200,5378,'then go see this delightful comedy .',3,'somewhat positive'
154073,8417,'is a shrewd and effective film from a director who understands how to create and sustain a mood',3,'somewhat positive'
150777,8218,'otherwise this is the best ` old neighborhood  project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists',3,'somewhat positive'
59917,3023,', the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off',1,'somewhat negative'
65275,3303,'have nt read the book',2,neutral
62458,3158,'easy to watch',3,'somewhat positive'
44720,2168,'something to say',2,neutral
51834,2557,'swept away',4,positive
131521,7086,'the press',2,neutral
72783,3717,'-LRB- Kline s -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and',3,'somewhat positive'
132136,7124,'The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ',2,neutral
33306,1560,'titled Generic Jennifer Lopez Romantic Comedy',2,neutral
126739,6814,'besides its terrific performances , is Fontaine s willingness to wander into the dark areas of parent-child relationships without flinching .',4,positive
3512,130,'from darkness',2,neutral
105040,5549,'about critical reaction',2,neutral
115210,6136,'try and evade your responsibilities',2,neutral
97598,5105,'George Hickenlooper s',3,'somewhat positive'
123394,6625,'has a strong message about never giving up on a loved one',4,positive
118726,6346,'given a working over .',2,neutral
91038,4735,'an hour s worth of actual material',3,'somewhat positive'
114890,6118,'left with a handful of disparate funny moments of no real consequence',2,neutral
98961,5190,'accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc.',1,'somewhat negative'
37550,1784,'as an endlessly inquisitive old man',2,neutral
45793,2226,', is nt nearly as funny as it thinks it is',0,negativ
5292,209,domination,2,neutral
41418,1991,'s not to like about a movie with a ` children s  song that includes the line ` My stepdad s not mean , he s just adjusting ',3,'somewhat positive'
66028,3349,'eat enough during the film',2,neutral
36990,1752,'One of these days Hollywood will come up with an original idea for a teen movie',1,'somewhat negative'
125878,6761,'Italian neorealism',2,neutral
67310,3415,'next year',2,neutral
70594,3599,Masseur,2,neutral
6089,243,'of whatever idealism American moviemaking ever had',2,neutral
8785,366,'wonderful tale',4,positive
835,30,'inoffensive and',2,neutral
20015,887,'political expedience',2,neutral
119276,6375,'Simultaneously heart-breaking and very funny',4,positive
24693,1125,'friendship ,',3,'somewhat positive'
68493,3474,havoc,1,'somewhat negative'
144558,7847,honeys,2,neutral
67302,3415,'will likely be nominated for an Oscar next year',4,positive
35310,1660,'remains a loosely tied series of vignettes which only prove that ` zany  does nt necessarily mean ` funny .',1,'somewhat negative'
121696,6521,'justify the notion of creating a screen adaptation of Evans  saga of Hollywood excess',3,'somewhat positive'
17533,760,deceptively,2,neutral
38865,1854,'is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle',3,'somewhat positive'
37828,1799,', he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .',1,'somewhat negative'
92426,4813,'there are nt many reasons anyone would want to see Crossroads if they re not big fans of teen pop kitten Britney Spears',0,negativ
120805,6464,'are as rare as snake foo yung .',2,neutral
138226,7480,'a major film studio',2,neutral
29714,1376,'reality drain',1,'somewhat negative'
63439,3210,Duke,2,neutral
29677,1374,'in unexpected ways , touching',3,'somewhat positive'
56301,2823,'of advice',2,neutral
60637,3062,'to watch with kids and use to introduce video as art',3,'somewhat positive'
124764,6705,'Garcia and Jagger',2,neutral
30308,1407,'its poignancy hooks us completely',4,positive
30467,1414,168-minute,2,neutral
13432,577,'script machine',2,neutral
147323,8016,'seem odd bedfellows',1,'somewhat negative'
74705,3830,'the greedy talent agents',1,'somewhat negative'
50198,2467,Toro,2,neutral
146434,7965,'a frame',2,neutral
48240,2354,'the consciously dumbed-down approach wears thin',1,'somewhat negative'
145778,7923,'butterflies that die',1,'somewhat negative'
8222,341,', ` Garth  has nt progressed as nicely as ` Wayne . ',2,neutral
116517,6213,'A B-movie you can sit through , enjoy on a certain level and then forget .',3,'somewhat positive'
138588,7507,'give many ministers and Bible-study groups hours of material to discuss .',2,neutral
146283,7954,'Unofficially , National Lampoon s Van Wilder is Son of Animal House .',2,neutral
104758,5532,'city beginnings',2,neutral
71435,3644,'Made me feel uneasy , even queasy , because -LRB- Solondz s -RRB- cool compassion',1,'somewhat negative'
19510,856,Ralph,2,neutral
97031,5071,'a familiar road',2,neutral
25613,1170,'throws quirky characters , odd situations , and off-kilter dialogue',1,'somewhat negative'
50187,2466,'older fans or',2,neutral
14444,622,'extraordinary intelligence and originality',4,positive
28299,1305,'first-time director Denzel Washington and',2,neutral
71231,3635,'threw medical equipment at a window ;',2,neutral
10185,427,exaggerated,2,neutral
92349,4808,'A terrible movie that some people will nevertheless find moving .',0,negativ
313,12,'is Oedekerk s realization of his childhood dream to be in a martial-arts flick , and',2,neutral
2389,91,'the solution to another',2,neutral
136430,7376,'restrained and',1,'somewhat negative'
60013,3028,'two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned',1,'somewhat negative'
143508,7788,'is to be mesmerised .',3,'somewhat positive'
36396,1721,'Worthless ,',1,'somewhat negative'
83519,4316,'smart and well-crafted',4,positive
4954,193,'its intended audience -- children --',3,'somewhat positive'
15470,663,'Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade',4,positive
124779,6705,'touching and',3,'somewhat positive'
84066,4343,'creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .',3,'somewhat positive'
103892,5479,'great power ,',3,'somewhat positive'
16577,714,'heard a film so solidly connect with one demographic while striking out with another',2,neutral
117421,6266,'Wallace , who wrote Gibson s Braveheart as well as the recent Pearl Harbor',2,neutral
147339,8017,'learned the hard way just how complex international terrorism is',2,neutral
140186,7607,'uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels',0,negativ
29140,1348,'smart and',3,'somewhat positive'
126167,6780,'gut-clutching piece',3,'somewhat positive'
147817,8042,'derived from TV shows , but Hey Arnold',2,neutral
108080,5719,'A thriller with an edge',3,'somewhat positive'
39050,1864,'is nt breaking new ground',1,'somewhat negative'
86773,4495,'hand viewers a suitcase full of easy answers',1,'somewhat negative'
576,22,'the oddest',2,neutral
93618,4882,'Applegate , Blair and Posey',2,neutral
135258,7304,'The author s devotees will probably find it fascinating ; others may find it baffling .',1,'somewhat negative'
54972,2738,'at playing an ingenue makes her nomination as best actress even more of a an a',2,neutral
23502,1065,'with a crucial third act miscalculation',2,neutral
155209,8496,'of liberalism',2,neutral
74579,3824,'from a college comedy that s target audience has nt graduated from junior high school',0,negativ
78120,4020,'I last walked out on a movie',0,negativ
103463,5457,'the production details are lavish',3,'somewhat positive'
46157,2246,'as best you can with a stuttering script',1,'somewhat negative'
74837,3836,crappy,0,negativ
36445,1724,'the movie s wildly careening tone and',2,neutral
155723,8524,'Downbeat , period-perfect biopic hammers home a heavy-handed moralistic message',1,'somewhat negative'
98711,5177,'something hip and',2,neutral
17402,755,'Invincible shows he s back in form , with an astoundingly rich film .',4,positive
7471,303,'the raunch in favor of gags that rely on the strength of their own cleverness',3,'somewhat positive'
51660,2547,'With so many bad romances out there',2,neutral
15904,683,'The year s greatest adventure , and Jackson s limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .',4,positive
72778,3716,'believe in your dreams',2,neutral
59467,2999,addiction,2,neutral
151416,8255,'delivery and payoff',2,neutral
131543,7088,'is so far-fetched it would be impossible to believe if it were nt true',1,'somewhat negative'
101649,5350,'Arnold is not , nor will he be , back',1,'somewhat negative'
139788,7585,'on the whole',2,neutral
32881,1539,weakness,2,neutral
65401,3312,'approach to the workplace romantic comedy .',3,'somewhat positive'
25640,1171,hobbled,2,neutral
49218,2406,'avoids the obvious with humour and lightness',2,neutral
38589,1839,'A biopic about Crane s life in the classic tradition but evolves into what has become of us all in the era of video .',2,neutral
47864,2334,'A visionary marvel , but it s lacking a depth in storytelling usually found in anime like this .',1,'somewhat negative'
104765,5533,'Kenneth Branagh s energetic sweet-and-sour performance as a curmudgeonly British playwright',3,'somewhat positive'
105795,5585,'Twenty years later , Reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .',2,neutral
78961,4062,'Sara Sugarman s whimsical comedy Very Annie-Mary',3,'somewhat positive'
156058,8544,'avuncular chortles',3,'somewhat positive'
106355,5615,', tone and pace',2,neutral
31320,1464,'does not become one of those rare remakes to eclipse the original',2,neutral
114509,6091,'hold and grips',2,neutral
42271,2036,'-LRB- It -RRB- highlights not so much the crime lord s messianic bent , but',2,neutral
79998,4121,desirable,3,'somewhat positive'
70406,3589,'of fun , with an undeniable energy',3,'somewhat positive'
28991,1343,'movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out',2,neutral
43763,2121,'the top',2,neutral
28583,1320,'to get along despite their ideological differences',2,neutral
128834,6930,'`` Miami Vice  checklist',2,neutral
133713,7213,'depict the French Revolution',3,'somewhat positive'
64237,3250,'sort of',2,neutral
65105,3294,'is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of Rohypnol .',1,'somewhat negative'
114229,6075,'ought to pick up the durable best seller Smart Women , Foolish Choices for advice',1,'somewhat negative'
153296,8372,'offers a trenchant critique of capitalism',3,'somewhat positive'
91042,4735,'of actual material',2,neutral
153949,8411,'for the gifted',2,neutral
18733,822,'Metaphors abound ,',2,neutral
23263,1054,'to squeeze out some good laughs but not enough to make this silly con job sing',1,'somewhat negative'
76115,3905,'are all direct-to-video stuff',1,'somewhat negative'
16699,721,'of the Baader-Meinhof Gang',2,neutral
2123,81,'richer than the ones',2,neutral
75035,3848,'Scherfig s light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .',4,positive
101624,5348,'Flat ,',1,'somewhat negative'
129864,6992,'watch people',3,'somewhat positive'
10709,454,'Jaglom s',2,neutral
131032,7062,'The characters are paper thin and the plot is so cliched and contrived that it makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects .',0,negativ
62791,3176,'satirical touches',3,'somewhat positive'
52093,2572,'a calculus major',2,neutral
78077,4018,'of the notorious MTV show',2,neutral
36892,1748,'bloody beauty',3,'somewhat positive'
87450,4537,'is that the movie has no idea of it is serious or not',1,'somewhat negative'
81381,4194,'clever moments',3,'somewhat positive'
22054,989,'bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-',2,neutral
154523,8446,'is pretty much',2,neutral
1310,49,'tackled a meaty subject and',3,'somewhat positive'
99767,5233,'gloomy film noir veil',1,'somewhat negative'
130402,7025,'A Sha-Na-Na sketch',2,neutral
66561,3378,self-serious,2,neutral
110077,5829,'Thirteen Conversations About One Thing ,',2,neutral
69919,3556,'What You Did Last Winter',2,neutral
9455,393,'channels the not-quite-dead career of Guy Ritchie',2,neutral
38215,1817,match,2,neutral
9631,402,'plays up the cartoon s more obvious strength of snazziness while neglecting its less conspicuous writing strength',1,'somewhat negative'
63404,3208,'give a second look',3,'somewhat positive'
46674,2272,'does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head .',2,neutral
44120,2138,'passing grade',2,neutral
124294,6675,'is almost completely',2,neutral
131277,7075,'imagine anybody',2,neutral
96152,5023,'the type of film about growing up that we do nt see often enough these days',3,'somewhat positive'
87965,4568,'visual gags',1,'somewhat negative'
153476,8383,', the only way for a reasonably intelligent person to get through The Country Bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .',0,negativ
136003,7347,'of a pyschological center',2,neutral
149358,8127,'is so insanely dysfunctional that the rampantly designed Equilibrium becomes a concept doofus .',1,'somewhat negative'
31653,1483,'excellent music',4,positive
68246,3464,sanctimony,2,neutral
144798,7860,'pure adrenalin',4,positive
108088,5719,'it does nt follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world',3,'somewhat positive'
110258,5839,'This is a nervy , risky film',2,neutral
58141,2930,'Every five minutes or so , someone gets clocked .',2,neutral
84653,4380,'as enlightening , insightful and entertaining as Grant s two best films',4,positive
135315,7308,'That rare movie',3,'somewhat positive'
129694,6975,'will gulp down in a frenzy',2,neutral
66464,3373,' worth',3,'somewhat positive'
58720,2960,'several themes derived from far less sophisticated and knowing horror films',2,neutral
13031,561,'dragged on',1,'somewhat negative'
154941,8476,'middle and lurches between not-very-funny comedy , unconvincing dramatics',1,'somewhat negative'
9562,398,piece,2,neutral
101214,5320,'familiar story',2,neutral
102761,5414,'old-school horror film',2,neutral
23061,1044,'the skies above Manhattan',2,neutral
106936,5646,'the cheap',1,'somewhat negative'
32019,1498,'come away with a sense of his reserved but existential poignancy',3,'somewhat positive'
80629,4152,'life-size reenactment',2,neutral
46503,2261,'to imagine that even very small children will be impressed by this tired retread',0,negativ
13521,581,'expound upon the subject s mysterious personality without ever explaining him',2,neutral
3082,115,attracts,2,neutral
121355,6500,'Succeeds only because Bullock and Grant were made to share the silver screen .',2,neutral
80928,4171,'disintegrating bloodsucker computer effects and jagged camera moves',1,'somewhat negative'
154297,8432,'a Jewish friend',2,neutral
68126,3457,'as Vincent became more and more abhorrent',1,'somewhat negative'
146470,7967,'so fascinating',3,'somewhat positive'
135183,7297,'the best the contest received',3,'somewhat positive'
12986,559,'all the sibling rivalry and',1,'somewhat negative'
42734,2062,'comes to men',2,neutral
5433,217,'A superfluous sequel ... plagued by that old familiar feeling of ` let s get this thing over with  : Everyone has shown up at the appointed time and place',0,negativ
7625,309,'Seeing as the film lacks momentum and its position remains mostly undeterminable',1,'somewhat negative'
121450,6506,'to fill the after-school slot at shopping mall theaters across the country',2,neutral
63748,3227,'enjoys quirky , fun , popcorn movies',3,'somewhat positive'
143610,7794,'this film is part of that delicate canon',3,'somewhat positive'
64057,3240,'bad idea',0,negativ
111867,5938,'not taking the Shakespeare parallels quite far enough',1,'somewhat negative'
30875,1437,'are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film',1,'somewhat negative'
10511,443,'plays like Clueless Does South Fork',2,neutral
48911,2388,'a huge gap',2,neutral
1606,59,'tender movements',3,'somewhat positive'
62940,3185,'is clever and funny , is amused by its special effects , and leaves you feeling like you ve seen a movie instead of an endless trailer',3,'somewhat positive'
66052,3351,'we re not supposed to take it seriously',1,'somewhat negative'
87774,4558,'stop Eric Schaeffer before he makes another film .',2,neutral
97161,5079,'fans of the gross-out comedy',2,neutral
93218,4860,'a document about him',2,neutral
152320,8311,'psychedelic devices ,',2,neutral
43216,2087,'to transcend the rather simplistic filmmaking',3,'somewhat positive'
106446,5622,'read about',2,neutral
5203,206,'scenes and',2,neutral
122474,6568,'greatest star wattage',3,'somewhat positive'
52607,2605,'a rash',2,neutral
91405,4755,'has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock .',3,'somewhat positive'
18675,819,&,2,neutral
35373,1663,'The big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .',1,'somewhat negative'
79027,4066,'to do most of the work',2,neutral
134754,7273,'Strange and beautiful film .',3,'somewhat positive'
64026,3238,'really bad',0,negativ
128980,6935,media-soaked,1,'somewhat negative'
53826,2672,'to the contradiction that afflicts so many movies about writers',2,neutral
78127,4020,'earned my indignant , preemptive departure',0,negativ
